abbé_NOM :prêtre_NOM,georges-henri_NAM,biéler_NAM,amédée_NAM,évêque_NOM,maurice_NAM,pelletier-baillargeon_NAM,filleul_NOM,fernand_NAM,léon_NAM,
musicien_NOM :compositeur_NOM,chanteur_NOM,guitariste_NOM,pianiste_NOM,comédien_NOM,artiste_NOM,batteur_NOM,créateur_NOM,trompettiste_NOM,saxophoniste_NOM,

musicienne_NOM :chanteuse_NOM,comédienne_NOM,choriste_NOM,femme_NOM,musicien_NOM,interprète_NOM,amoureuse_NOM,artiste_ADJ,enseignante_ADJ,conteuse_NOM,

musulman_NOM :musulman_ADJ,politicien_NOM,dignitaire_NOM,juif_NOM,terroriste_NOM,militaire_NOM,séparatiste_NOM,soldat_NOM,social-démocrate_NOM,policier_NOM,

musulmane_NOM :musulmane_ADJ,chrétienne_NOM,immigrante_NOM,féministe_NOM,croyante_ADJ,théocratie_NOM,agnostique_ADJ,écolière_NOM,amara_NAM,afghane_NOM,

nageur_NOM :sprinter_NOM,athlète_NOM,médaillé_VER,plongeur_NOM,nageur_ADJ,thorpe_NAM,sprinteur_NOM,joueur_NOM,golfeur_NOM,usain_NAM,

nageuse_NOM :athlète_NOM,plongeuse_NOM,skieuse_NOM,coureuse_NOM,âgée_ADJ,synchronisée_VER,patineuse_NOM,gymnaste_NOM,felicien_NAM,joueuse_NOM,

nain_NOM :monstre_NOM,demi-dieu_NOM,dinosaure_NOM,noeud_NOM,jumeau_ADJ,lutin_NOM,nazi_NOM,gaffeur_NOM,tabouret_NOM,clandestin_NOM,

navigateur_NOM :explorateur_NOM,fureteur_ADJ,netscape_NAM,voilier_NOM,serveur_NOM,firefox_NAM,sedna_NOM,navigateurs_NOM,netscape_NOM,skipper_NOM,

néerlandais_NOM :français_NAM,suédois_NOM,allemands_NAM,danois_NAM,néerlandais_ADJ,russes_NAM,polonais_NOM,japonais_NOM,suisses_NOM,australiens_NOM,

néerlandaise_ADJ :allemande_ADJ,suédoise_ADJ,autrichienne_ADJ,danoise_ADJ,australienne_ADJ,italienne_ADJ,espagnole_ADJ,belge_ADJ,norvégienne_ADJ,néerlandais_ADJ,

négociateur_NOM :saeb_NAM,saëb_NAM,erekat_NAM,erakat_NAM,médiateur_NOM,diplomate_NOM,représentant_NOM,dirigeant_NOM,négociateurs_NOM,chef_NOM,

nettoyeur_NOM :dépanneur_NOM,dépanneur_ADJ,apparel_NAM,broderie_NOM,inc./_NAM,ltée_NAM,menuiserie_NOM,514-990-7752_NUM,restaurant_VER,pressage_NOM,

nippon_ADJ :japonais_ADJ,indien_ADJ,chinois_ADJ,allemand_ADJ,italien_ADJ,coréen_ADJ,brésilien_ADJ,mexicain_ADJ,danois_ADJ,japonaise_ADJ,

nippone_ADJ :japonaise_ADJ,chinoise_ADJ,américaine_ADJ,suédoise_ADJ,nipponne_ADJ,thaïlandaise_ADJ,indienne_ADJ,allemande_ADJ,mexicaine_ADJ,sud-coréenne_ADJ,

nord-américain_NOM :légume_NOM,coloc_NOM,hollywoodien_ADJ,contort_ADJ,cosmopolite_ADJ,bougre_NOM,psy_NOM,cinéphile_NOM,fx35_NAM,sportif_NOM,

nord-américaine_ADJ :mondiale_ADJ,montréalaise_ADJ,japonaise_ADJ,québécoise_ADJ,chinoise_ADJ,continentale_ADJ,américaine_ADJ,états-unienne_ADJ,musicale_ADJ,japonaise_VER,

nord-coréen_ADJ :pyongyang_NAM,iranien_ADJ,jong_NAM,nucléaire_ADJ,nord-coréenne_ADJ,iran_NAM,téhéran_NAM,balistiques_ADJ,nucléaires_ADJ,sud-coréen_ADJ,

nord-coréenne_ADJ :pyongyang_NAM,kcna_NAM,nord-coréen_ADJ,iranienne_ADJ,yonhap_NAM,nucléaire_ADJ,téhéran_NAM,irakienne_ADJ,sud-coréenne_ADJ,séoul_NAM,

nouveau_NOM :nouveau_ADJ,kent_NAM,ancien_NOM,harmonia_VER,tharaud_NAM,cd_ABR,mls/sia_NOM,mullova_NAM,philips_NAM,juin-juillet_NOM,

nouvelle_NOM :nouvelle_ADJ,dernière_NOM,revue_NOM,bonne_NOM,petite_NOM,transaction_NOM,concurrente_NOM,muse_NOM,sonata_NOM,nouvede_NOM,

nul_ADJ :aucun_PRO,personne_ADV,nulle_ADJ,rien_NOM,doute_NOM,rien_ADV,seul_ADJ,quel_PRO,jamais_ADV,certitude_NOM,

nulle_ADJ :nul_ADJ,rien_NOM,pareil_ADV,jamais_ADV,aucune_PRO,ailleurs_ADV,insignifiante_ADJ,autre_ADJ,partout_ADV,pratiquement_ADV,

observateur_NOM :écrivain_NOM,journaliste_NOM,préfacier_NOM,chroniqueur_NOM,diplomate_NOM,historien_NOM,commentateur_NOM,philosophe_NOM,essayiste_NOM,juriste_NOM,

observatrice_NOM :spectatrice_NOM,intellectuelle_NOM,habituée_ADJ,représentante_NOM,réalisatrice_NOM,féministe_NOM,experte_ADJ,observateur_NOM,consultante_ADJ,comédienne_NOM,

occidental_NOM :occidental_ADJ,virus_NOM,occident_NAM,trieste_NAM,occidentale_ADJ,ebola_NOM,hallucination_NOM,affamé_ADJ,imaginaire_ADJ,nihilisme_NOM,

occidentale_NOM :occidentale_ADJ,islamisme_NOM,féodale_ADJ,laïcité_NOM,démocratie_NOM,islamisation_NOM,rationaliste_ADJ,idéologie_NOM,théocratie_NOM,islam_NOM,

occupant_NOM :occupante_ADJ,occupants_NOM,propriétaire_NOM,envahisseur_NOM,ennemi_NOM,sioniste_ADJ,immeuble_NOM,oppresseur_NOM,occupation_NOM,armée_NOM,

occupante_ADJ :interposition_NOM,israël_NAM,is-raël_NAM,hezbollah_NAM,hébreu_ADJ,lsraël_ADJ,chebaa_NAM,occupant_NOM,sioniste_ADJ,hamas_NOM,

officier_NOM :officier_VER,publicite_NOM,gradé_ADJ,amiral_NOM,enquêteur_NOM,policier_NOM,commandant_NOM,état-major_NOM,soldat_NOM,colonel_NOM,

ogre_NOM :monstre_NOM,éléphant_NOM,serpent_NOM,vorace_ADJ,oiseau_NOM,affamé_ADJ,insatiable_ADJ,dompteur_NOM,reptile_NOM,oedipe_NOM,

opérateur_NOM :fournisseur_NOM,télécoms_NOM,câblo-opérateur_NOM,cingular_NAM,exploitant_NOM,vodafone_NAM,actionnaire_NOM,concurrent_NOM,nokia_NAM,équipementier_NOM,

opposant_NOM :adversaire_NOM,rival_NOM,raila_VER,opposant_VER,allié_NOM,ex-vice-président_NOM,candidat_NOM,ultranationaliste_NOM,ultraconservateur_ADJ,yoweri_NAM,

opposante_NOM :opposante_ADJ,suu_NAM,kyi_NAM,birmane_ADJ,aung_NAM,rangoun_NAM,junte_NOM,rangoon_NAM,shirin_NAM,ebadi_NAM,

orateur_NOM :politicien_NOM,politicien_ADJ,emphatique_ADJ,visionnaire_NOM,communicateur_NOM,improvisateur_NOM,tacticien_NOM,pédagogue_NOM,imitateur_NOM,conteur_NOM,

organisateur_NOM :organisateur_ADJ,organisatrice_NOM,ex-député_NOM,chef_NOM,argentier_NOM,coprésident_NOM,ex-directeur_NOM,animateur_NOM,conservateur_NOM,ancien_ADJ,

organisatrice_NOM :organisateur_NOM,organisatrice_ADJ,instigatrice_NOM,présidente_NOM,coordonnatrice_NOM,directrice_NOM,coprésidente_NOM,historienne_NOM,intervenante_NOM,organisatrices_NOM,

orgueilleux_ADJ :peureux_ADJ,superstitieux_ADJ,imbu_VER,vaniteux_ADJ,courageux_ADJ,arrogant_ADJ,incompris_ADJ,rusé_ADJ,rusé_VER,manipulateur_ADJ,

orgueilleuse_ADJ :idéalisation_NOM,désabusée_VER,têtue_ADJ,névrosée_ADJ,timorée_ADJ,ignorante_ADJ,conquérante_ADJ,impudique_ADJ,souffrante_ADJ,coquetterie_NOM,

original_NOM :original_ADJ,copie_NOM,copie_VER,photocopie_NOM,exemplaire_NOM,inédit_NOM,fac-similé_NOM,soumission/bordereau_NOM,3°_ABR,divertissant_ADJ,

originale_ADJ :sous-titrée_VER,version_NOM,sous-titres_NOM,musicale_ADJ,sonore_ADJ,inédite_ADJ,280$_NAM,géniale_ADJ,i--famous_NOM,brillante_ADJ,

orphelin_NOM :garçon_NOM,adolescent_NOM,orphelin_ADJ,enfant_NOM,homme_NOM,instituteur_NOM,ivrogne_ADJ,héros_NOM,amant_NOM,orpheline_NOM,

orpheline_NOM :esseulée_ADJ,fenune_NOM,fille_NOM,adolescente_NOM,fillette_NOM,mère_NOM,bourgeoise_NOM,femme_NOM,narratrice_NOM,institutrice_NOM,

ours_NOM :phoque_NOM,polaires_ADJ,singes_NOM,loups_NOM,caribous_NOM,polaire_ADJ,éléphants_NOM,phoques_NOM,zèbres_NOM,renard_NOM,

ourse_NOM :marie-sissi_NAM,fred-dy_NAM,ourse_NAM,bestiole_NOM,ménagerie_NOM,narratrice_NOM,sissi_NAM,wallander_NAM,zabou_NAM,auteure_NOM,

ouvrier_NOM :travailleur_NOM,employé_NOM,ouvrier_ADJ,agriculteur_NOM,politicien_NOM,chômeur_NOM,bûcheron_NOM,éleveur_NOM,camionneur_NOM,menuisier_NOM,

ouvrière_NOM :prostituée_NOM,caissière_NOM,névrosée_ADJ,mourante_ADJ,femme_NOM,fenune_NOM,mère_NOM,prostituée_VER,institutrice_NOM,immigrante_NOM,

papetière_NOM :abitibi-consolidated_NAM,abitibibowater_NAM,papetière_ADJ,weyerhaeuser_NAM,abitibi-consol_NAM,sgf_NOM,scierie_NOM,uniforêt_NAM,aciérie_NOM,olymel_NAM,

parent_NOM :enfant_NOM,enseignant_NOM,handicapé_ADJ,garçon_NOM,père_NOM,conjoint_NOM,élève_NOM,parents_NOM,autiste_ADJ,patient_NOM,

parente_NOM :cousine_NOM,nourrice_NOM,céans_ADV,mère_NOM,religieuse_NOM,jaunisse_NOM,femelle_NOM,fillette_NOM,acariâtre_ADJ,rubidium_NOM,

paresseux_NOM :paresseux_ADJ,peureux_ADJ,vaniteux_ADJ,incompétents_ADJ,arboricole_ADJ,adorables_ADJ,snobs_NOM,grimpante_ADJ,bourgeois_NOM,menteurs_ADJ,

paresseuse_ADJ :lassante_ADJ,mièvre_ADJ,têtue_ADJ,nonchalante_ADJ,glaciale_ADJ,douce-amère_NOM,cruelle_ADJ,ennuyante_ADJ,lascive_ADJ,ennuyeuse_ADJ,

participant_NOM :citoyen_NOM,employé_NOM,travailleur_NOM,étudiant_NOM,participants_NOM,observateur_NOM,intervenant_NOM,fonctionnaire_NOM,cotisant_NOM,employeur_NOM,

participante_NOM :houda-pépin_NAM,spectatrice_NOM,participait_VER,admiratrice_NOM,employée_NOM,joueuse_NOM,passagère_NOM,enseignante_NOM,réceptive_ADJ,participants_NOM,

passager_NOM :passagers_NOM,passager_ADJ,conducteur_NOM,automobiliste_NOM,voyageurs_NOM,chauffeur_NOM,présumément_NOM,équipage_NOM,traversier_NOM,avion_NOM,

passagère_NOM :fillette_NOM,policière_NOM,conductrice_NOM,embouti_VER,éplorée_ADJ,fille_NOM,adolescente_NOM,employée_NOM,mère_NOM,passager_ADJ,

passant_NOM :passant_VER,auberges_NOM,sirotant_VER,souriant_VER,chauffeur_NOM,écolier_NOM,badaud_NOM,matelot_NOM,rutilant_ADJ,policier_NOM,

passante_ADJ :bande_NOM,télédistribution_NOM,téléchargement_NOM,sans-fil_NOM,wi-fi_NAM,connexion_NOM,analogique_ADJ,câble_NOM,débit_NOM,optique_ADJ,

pasteur_NOM :prêtre_NOM,évêque_NOM,révérend_ADJ,catholique_ADJ,anglican_ADJ,père_NOM,prédicateur_NOM,mgr_ABR,évangéliste_NOM,diocèse_NOM,

patient_NOM :patient_ADJ,médecin_NOM,patients_NOM,patiente_NOM,malade_NOM,médicament_NOM,nouveau-né_NOM,ophtalmologiste_NOM,médication_NOM,médical_ADJ,

patiente_NOM :patient_NOM,médecin_NOM,infirmière_NOM,séropositive_ADJ,mère_NOM,chirurgienne_NOM,patientes_NOM,patients_NOM,chimiothérapie_NOM,prostituée_NOM,

patineur_NOM :athlète_NOM,joueur_NOM,skieur_NOM,attaquant_NOM,natif_ADJ,sprinter_NOM,hockeyeur_NOM,ailier_NOM,pominville_NAM,entraîneur_NOM,

patineuse_NOM :coureuse_NOM,klassen_NAM,skieuse_NOM,médaillée_VER,championne_NOM,plongeuse_NOM,catriona_NAM,patineuses_NOM,athlète_NOM,muenzer_NAM,

pâtissier_NOM :chocolatier_NOM,pied-de-vent_NOM,pâtissier_ADJ,laguiole_NOM,vigneron_NOM,pâtisserie_NOM,pot-au-feu_NOM,fromager_NOM,fromager_ADJ,cèpes_NOM,

patron_NOM :président_NOM,pdg_NOM,president_NOM,p.-d.g_NOM,ex-patron_NOM,président-directeur_NOM,dirigeant_NOM,vice-président_NOM,fondateur_NOM,prérident_NOM,

patronne_NOM :directrice_NOM,présidente_NOM,ambassadrice_NOM,patron_NOM,mère_NOM,représentante_NOM,gérante_NOM,maman_NOM,dirigeante_NOM,interviewée_VER,

paysan_NOM :fermier_NOM,commerçant_NOM,grand-père_NOM,garçon_NOM,policier_NOM,cultivateur_NOM,paysan_ADJ,bûcheron_NOM,cow-boy_NOM,vieillard_NOM,

paysanne_ADJ :islet-sur-mer_NOM,upa_NAM,union_NOM,tunion_NAM,lunion_NOM,bové_NAM,biologique_ADJ,upa_ABR,salami_NOM,equiterre_NOM,

pécheur_NOM :pêcheur_NOM,vieillard_NOM,fermière_NOM,forgeron_NOM,matelot_NOM,quadragénaire_ADJ,sarrasin_NOM,poulpe_NOM,crapaud_NOM,grand-père_NOM,

pêcheur_NOM :pécheur_NOM,agriculteur_NOM,garçon_NOM,fermier_NOM,cultivateur_NOM,chevreuil_NOM,marin_NOM,adolescent_NOM,pêcheurs_NOM,pêche_NOM,

perdant_NOM :gagnant_NOM,gagnant_VER,favori_NOM,perdant_VER,vainqueur_NOM,absent_NOM,perdante_NOM,perdants_NOM,victorieux_ADJ,fédéraliste_NOM,

perdante_NOM :favorite_NOM,perdant_NOM,absente_NOM,gagnante_NOM,victorieuse_ADJ,sortante_ADJ,habituée_ADJ,spectatrice_NOM,favori_NOM,grandie_VER,

petit_NOM :vistaact_NAM,3,77_NUM,p'tit_NOM,1259.63_NUM,,42_NUM,salaud_NOM,11,89_NUM,reptile_NOM,:$_ABR,clone_NOM,

petite_NOM :fille_NOM,cousine_NOM,vieille_NOM,créature_NOM,voisine_NOM,tante_NOM,bibitte_NOM,machine_NOM,petite_ADJ,lesbienne_NOM,

peureux_ADJ :orgueilleux_ADJ,paresseux_NOM,méprisant_ADJ,superstitieux_ADJ,vaniteux_ADJ,jaloux_ADJ,arrogants_ADJ,désillusionné_VER,masochiste_ADJ,irrespectueux_ADJ,

pharmacien_NOM :médecin_NOM,physiothérapeute_NOM,pharmaciens_NOM,dentiste_NOM,omnipraticien_NOM,psychologue_NOM,infirmière_NOM,pharmacie_NOM,patient_NOM,chirurgien_NOM,

pharmacienne_NOM :sage-femme_NOM,infirmière_NOM,conjointe_NOM,radiologiste_NOM,pédopsychiatre_NOM,boulet_NOM,patiente_NOM,psychothérapeute_NOM,intervenante_NOM,assermentée_VER,

piéton_NOM :piétons_NOM,automobilistes_NOM,automobiliste_NOM,piétons_ADJ,piéton_ADJ,conducteur_NOM,routière_ADJ,tramway_NOM,covoiturage_NOM,piétonnier_ADJ,

piétonne_ADJ :piétonnière_ADJ,artère_NOM,commerçante_ADJ,lucien-l'allier_NAM,grouillante_ADJ,intersection_NOM,achalandée_VER,sanguinet_NAM,paysagère_ADJ,piétonnier_ADJ,

pigeon_NOM :proulx_NAM,pr0ulx_NAM,primeau_NAM,cip_NAM,syndic_NOM,marchand_ADJ,lapointe_NAM,sutton-lmmobilia_NAM,st-armand_NOM,immobilia_NAM,

plaideur_NOM :criminaliste_NOM,tacticien_NOM,pédagogue_NOM,législateur_ADJ,showman_NOM,juriste_NOM,communicateur_NOM,calculateur_ADJ,compétent_ADJ,criminel_NOM,

pleureur_ADJ :bouleau_NOM,pàp_NAM,peuplier_NOM,geordie_NAM,wigwam_NOM,oiseau_NOM,orangé_NOM,écu_NOM,aubergine_NOM,balustrade_NOM,

pleureuse_ADJ :622-0642_NUM,coudres_NOM,île-aux-coudres_NOM,isle_NOM,roche_NOM,697-8566_NUM,www.battures.ca_NOM,1-877-688-5201_NUM,-800-463-6283_NUM,1-800-668-8234_NUM,

plombier_NOM :plombier_ADJ,frérot_NOM,fiston_NOM,papa_NOM,macho_NOM,papy_NOM,bluesman_NOM,désabusé_ADJ,vieillissant_VER,fermier_NOM,

plongeur_NOM :nageur_ADJ,nageur_NOM,despatie_NAM,athlète_NOM,plongeuse_NOM,plongeurs_NOM,haltérophile_NOM,skieur_NOM,sprinter_NOM,capitaine_NOM,

plongeuse_NOM :heymans_NAM,skieuse_NOM,nageuse_NOM,athlète_NOM,coureuse_NOM,benfeito_NAM,patineuse_NOM,joueuse_NOM,meaghan_NAM,championne_NOM,

poète_NOM :poète_ADJ,écrivain_NOM,romancier_NOM,dramaturge_NOM,peintre_NOM,musicien_NOM,philosophe_NOM,poème_NOM,compositeur_NOM,sculpteur_NOM,

poétesse_NOM :écrivaine_NOM,romancière_NOM,comédienne_NOM,écrivaine_ADJ,conteuse_NOM,poète_NOM,chanteuse_NOM,écrivain_NOM,historienne_NOM,danseuse_NOM,

policier_NOM :policier_ADJ,soldat_NOM,police_NOM,enquêteur_NOM,policiers_NOM,suspect_NOM,chauffeur_NOM,manifestant_NOM,pompier_NOM,tireur_NOM,

policière_NOM :policier_NOM,enceinte_ADJ,passagère_NOM,femme_NOM,conductrice_NOM,esseulée_ADJ,fillette_NOM,employée_NOM,enseignante_NOM,prostituée_NOM,

politicien_NOM :politicien_ADJ,libéral_NOM,intellectuel_NOM,souverainiste_NOM,démagogue_NOM,nationaliste_NOM,candidat_NOM,écrivain_NOM,militant_ADJ,social-démocrate_NOM,

politicienne_NOM :militante_ADJ,politicienne_ADJ,pasionaria_NOM,candidate_NOM,féministe_NOM,comédienne_NOM,libérale_NOM,politicien_NOM,aguerrie_VER,acariâtre_ADJ,

pompier_NOM :policier_NOM,pompiers_NOM,soldat_NOM,pompier_ADJ,mécanicien_NOM,manifestant_NOM,diplomate_NOM,chauffeur_NOM,camionneur_NOM,incendie_NOM,

porc_NOM :viande_NOM,volaille_NOM,poulet_NOM,maïs_NOM,rôti_NOM,saumon_NOM,pommes_NOM,bétail_NOM,lait_NOM,foie_NOM,

truie_NOM :fermière_NOM,chou-fleur_NOM,mayonnaise_ADJ,boulette_NOM,baronne_NOM,cuite_NOM,nourrice_NOM,friandise_NOM,grillée_ADJ,longe_NOM,

portugais_NOM :portugais_ADJ,espagnols_NOM,italien_NOM,brésiliens_NAM,espagnol_ADJ,espagnol_NOM,suédois_NOM,néerlandais_NOM,italiens_NOM,polonais_NOM,

portugaise_ADJ :italienne_ADJ,espagnole_ADJ,brésilienne_ADJ,mexicaine_ADJ,française_ADJ,indienne_ADJ,suédoise_ADJ,chinoise_ADJ,japonaise_ADJ,polonaise_ADJ,

poulain_NOM :jeunet_ADJ,amélie_NAM,tautou_NAM,fabuleux_ADJ,darroussin_NAM,dussolier_NAM,jaoui_NAM,berléand_NAM,demy_NAM,bacri_NAM,

poulet_NOM :viande_NOM,agneau_NOM,riz_NOM,volaille_NOM,porc_NOM,crevettes_NOM,rôti_NOM,canard_NOM,soja_NOM,jambon_NOM,

poulette_NOM :chartrand_NAM,falar-deau_NAM,dansereau_NAM,boujenah_NAM,rôti_ADJ,graton_NOM,dujardin_NAM,char-trand_NAM,bematchez_NAM,blain_NAM,

préfet_NOM :maire_NOM,mrc_NAM,préfets_NOM,évêque_NOM,vicaire_NOM,congrégation_NOM,magistrat_NOM,basques_NAM,archevêque_NOM,curé_NOM,

président_NOM :president_NOM,prérident_NOM,vice-président_NOM,sident_NOM,ex-président_NOM,president_VER,dirigeant_NOM,président-directeur_NOM,patron_NOM,ex-président_VER,

présidente_NOM :ex-présidente_NOM,directrice_NOM,vice-présidente_NOM,représentante_NOM,coprésidente_NOM,présidente-directrice_NOM,coordonnatrice_NOM,fondatrice_NOM,cofondatrice_NOM,conseillère_NOM,

prêteur_NOM :assureur_NOM,countrywide_NAM,emprunteur_NOM,prêteurs_NOM,investisseur_NOM,refinancement_NOM,hypothécaire_ADJ,jpmorgan_NAM,citibank_NAM,créancier_NOM,

prêtre_NOM :évêque_NOM,diocèse_NOM,théologien_NOM,pasteur_NOM,père_NOM,curé_NOM,vicaire_NOM,catholique_ADJ,jésuite_NOM,garçon_NOM,

prêtresse_NOM :héra_NAM,déesse_NOM,esseulée_ADJ,starlette_NOM,chanteuse_NOM,gracile_ADJ,cithare_NOM,amérindienne_NOM,aïeule_NOM,comédienne_NOM,

prince_NOM :roi_NOM,héritier_NOM,princesse_NOM,saoud_NAM,camilla_NAM,charles_NAM,abdallah_NAM,souverain_NOM,fahd_NAM,neveu_NOM,

princesse_NOM :fille_NOM,reine_NOM,comtesse_NOM,mère_NOM,sorcière_NOM,duchesse_NOM,maman_NOM,fée_NOM,prince_NOM,elisabeth_NAM,

principal_NOM :intéressé_ADJ,principal_ADJ,couru_VER,montant_NOM,dirigeant_NOM,racheté_VER,principale_NOM,recteur_ADJ,premier_NOM,relationniste_NOM,

principale_NOM :principale_ADJ,intéressée_ADJ,présidente_NOM,directrice_NOM,munroe-blum_NAM,dirigeante_NOM,heather_NAM,docteure_NOM,elle-même_PRO,davida_NAM,

prisonnier_NOM :détenu_NOM,évadé_VER,combattant_NOM,emprisonné_VER,soldat_NOM,torturé_VER,prisonniers_NOM,mutilé_VER,capturé_VER,criminel_NOM,

prisonnière_NOM :coincée_VER,enfermée_VER,rescapée_VER,immigrante_NOM,dépressive_ADJ,jalouse_ADJ,confidente_NOM,empêtrée_VER,figée_VER,éplorée_ADJ,

producteur_NOM :producteur_ADJ,exportateur_NOM,distributeur_NOM,fournisseur_NOM,distributeur_ADJ,exportateur_ADJ,fabricant_NOM,producteurs_NOM,diffuseur_NOM,réalisateur_NOM,

productrice_NOM :productrice_ADJ,comédienne_NOM,réalisatrice_NOM,cinémaginaire_NAM,actrice_NOM,fabienne_NAM,scénariste_NOM,monteuse_NOM,coproducteur_NOM,écrivaine_NOM,

professeur_NOM :agrégé_VER,professeure_NOM,chercheur_ADJ,sociologie_NOM,émérite_ADJ,chercheur_NOM,professeur-chercheur_NOM,politologue_NOM,université_NOM,doctorant_VER,

professeure_NOM :professeur_NOM,pro-fesseure_NOM,professeure_NAM,agrégée_VER,agrégé_VER,professeure_ADJ,sociologie_NOM,profes-seure_NOM,professeure_VER,agrégé_NOM,

professionnel_NOM :professionnel_ADJ,58-65_NUM,retraité_NOM,n-ftim_NOM,40aine_ADJ,soaine_NAM,5t1_ABR,découlant_VER,intègre_ADJ,enseignant_NOM,

professionnelle_NOM :jolie_ADJ,retraitée_NOM,50aine_ADJ,5'2_NUM,5'4_NUM,soaine_NOM,célibataire_ADJ,enjouée_ADJ,5'5_NUM,cultivée_ADJ,

promeneur_NOM :narrateur_NOM,visiteur_NOM,garcin_NAM,rêveries_NOM,déambulation_NOM,voyageur_NOM,funambule_NOM,vagabond_NOM,hublot_NOM,hérisson_NOM,

promis_NOM :promis_VER,consentis_VER,proposé_VER,consenti_VER,carte-soleil_NOM,débloqués_VER,réitéré_VER,accordé_NOM,promesses_NOM,lancé_NOM,

promise_ADJ :promise_VER,annoncée_VER,promises_VER,espérée_VER,honnie_VER,terre_NOM,attendue_VER,réclamée_VER,promis_VER,consentie_VER,

prophète_NOM :mahomet_NAM,dieu_NOM,jésus_NAM,martyr_NOM,moïse_NAM,christ_NAM,christ_NOM,musulman_ADJ,allah_NAM,gibran_NAM,

protecteur_NOM :protecteur_ADJ,protectrice_NOM,coroner_NOM,vérificateur_NOM,espionnes_NOM,caméléon_NOM,files/anthologie_NOM,ombudsman_NOM,..nerdz_NAM,citoyen_NOM,

protectrice_NOM :champoux-lesage_NAM,protecteur_NOM,ramq_NAM,couillard_ADJ,mulroney-johnson_NAM,conunission_NOM,fiiq_NAM,conunission_NAM,houda-pepin_NAM,vérificateur_NOM,

protégé_NOM :frère_NOM,cousin_NOM,successeur_NOM,ami_NOM,coéquipier_NOM,rival_NOM,prédécesseur_NOM,berezovski_NAM,père_NOM,spéculateur_NOM,

protégée_NOM :fille_NOM,adoptive_ADJ,confidente_NOM,chanteuse_NOM,cousine_NOM,mère_NOM,belle-fille_NOM,adorée_VER,épouse_NOM,bien-aimée_NOM,

protestant_NOM :protestant_VER,paisley_NAM,unioniste_ADJ,trimble_NAM,catholique_ADJ,sinn_NAM,dup_NAM,unionistes_NOM,uup_NAM,fein_NAM,

protestante_ADJ :catholique_ADJ,religieuse_ADJ,musulmane_ADJ,chrétienne_ADJ,juive_ADJ,catholiques_ADJ,protestants_NOM,protestantes_ADJ,presbytérienne_ADJ,protestants_ADJ,

provocateur_NOM :iconoclaste_ADJ,facétieux_ADJ,impénitent_ADJ,nazi_NOM,polémiste_NOM,esthète_ADJ,iconoclaste_NOM,anarchiste_NOM,romancier_NOM,académicien_NOM,

provocatrice_ADJ :prétentieuse_ADJ,subversive_ADJ,impertinente_ADJ,obsessive_ADJ,répétitive_ADJ,méprisante_ADJ,dérangeante_ADJ,iconoclaste_ADJ,réductrice_ADJ,provocation_NOM,

québécois_NOM :canadiens_NOM,québécoises_NOM,francophones_NOM,ontariens_NOM,souverainistes_NOM,anglophones_NOM,albertains_NAM,péquistes_NOM,fédéralistes_NOM,américains_NOM,

québécoise_NOM :montréalaise_NOM,canadienne_NOM,québécoise_ADJ,américaine_NOM,française_NOM,montréalaise_ADJ,comédienne_NOM,ontarienne_NOM,militante_ADJ,française_ADJ,

raconteur_NOM :créateur_NOM,bagout_NOM,conteur_NOM,romancier_NOM,improvisateur_NOM,personnage_NOM,misanthrope_ADJ,salaud_ADJ,affamé_ADJ,perfectionniste_NOM,

rat_NOM :palmiste_NOM,musqué_ADJ,rats_NOM,renard_NOM,chat_NOM,es*_NOM,am*_NAM,chien_NOM,reptile_ADJ,rm_NOM,

rate_NOM :rate_VER,pnme_NAM,enhance_NAM,prune_ADJ,premlp_NOM,dilater_VER,nuque_NOM,foie_NOM,prune_NOM,raie_VER,

raté_NOM :menteur_NOM,showman_NOM,nazi_NOM,provocateur_NOM,invétéré_ADJ,handicapé_NOM,suicidé_NOM,pessimiste_NOM,apatride_ADJ,libertin_NOM,

ravisseur_NOM :meurtrier_NOM,suspect_NOM,natascha_NAM,policier_NOM,jordanien_NOM,agresseur_NOM,quadragénaire_NOM,ex-conjointe_NOM,nazi_NOM,consentante_ADJ,

réalisateur_NOM :cinéaste_NOM,scénariste_NOM,film_NOM,comédien_NOM,acteur_NOM,métrage_NOM,documentariste_NOM,documentaire_NOM,photographe_NOM,coscénariste_NOM,

réalisatrice_NOM :comédienne_NOM,cinéaste_NOM,actrice_NOM,romancière_NOM,réalisateur_NOM,productrice_NOM,scénariste_NOM,chanteuse_NOM,documentariste_NOM,auteure_NOM,

recordman_NOM :vice-champion_NOM,ex-champion_NOM,champion_NOM,asafa_NAM,sextuple_ADJ,médaillé_VER,usain_NAM,nageur_ADJ,vainqueur_NOM,bekele_NAM,

recruteur_NOM :sergent_NOM,popolo_NAM,4801_NUM,entraîneur-chef_NOM,programmateur_NOM,dépisteur_NOM,fourneau_NOM,officie_VER,entraîneur_NOM,restaurant_NOM,

